abs	[#number#]abs(<#mixed $number#>)
ncurses_slk_color	[#int#]ncurses_slk_color(<#int $intarg#>)
ncurses_slk_init	[#bool#]ncurses_slk_init(<#int $format#>)
ncurses_slk_noutrefresh	[#bool#]ncurses_slk_noutrefresh()
ncurses_slk_refresh	[#int#]ncurses_slk_refresh()
ncurses_slk_restore	[#int#]ncurses_slk_restore()
ncurses_slk_set	[#bool#]ncurses_slk_set(<#int $labelnr#>,<#string $label#>,<#int $format#>)
ncurses_slk_touch	[#int#]ncurses_slk_touch()
ncurses_standend	[#int#]ncurses_standend()
ncurses_standout	[#int#]ncurses_standout()
ncurses_start_color	[#int#]ncurses_start_color()
ncurses_termattrs	[#bool#]ncurses_termattrs()
ncurses_termname	[#string#]ncurses_termname()
ncurses_timeout	[#void#]ncurses_timeout(<#int $millisec#>)
ncurses_top_panel	[#int#]ncurses_top_panel(<#resource $panel#>)
ncurses_typeahead	[#int#]ncurses_typeahead(<#int $fd#>)
ncurses_ungetch	[#int#]ncurses_ungetch(<#int $keycode#>)
ncurses_ungetmouse	[#bool#]ncurses_ungetmouse(<#array $mevent#>)
ncurses_update_panels	[#void#]ncurses_update_panels()
ncurses_use_default_colors	[#bool#]ncurses_use_default_colors()
ncurses_use_env	[#void#]ncurses_use_env(<#bool $flag#>)
ncurses_use_extended_names	[#int#]ncurses_use_extended_names(<#bool $flag#>)
ncurses_vidattr	[#int#]ncurses_vidattr(<#int $intarg#>)
ncurses_vline	[#int#]ncurses_vline(<#int $charattr#>,<#int $n#>)
ncurses_waddch	[#int#]ncurses_waddch(<#resource $window#>,<#int $ch#>)
ncurses_waddstr	[#int#]ncurses_waddstr(<#resource $window#>,<#string $str#>,<#int $n#>)
ncurses_wattroff	[#int#]ncurses_wattroff(<#resource $window#>,<#int $attrs#>)
ncurses_wattron	[#int#]ncurses_wattron(<#resource $window#>,<#int $attrs#>)
ncurses_wattrset	[#int#]ncurses_wattrset(<#resource $window#>,<#int $attrs#>)
ncurses_wborder	[#int#]ncurses_wborder(<#resource $window#>,<#int $left#>,<#int $right#>,<#int $top#>,<#int $bottom#>,<#int $tl_corner#>,<#int $tr_corner#>,<#int $bl_corner#>,<#int $br_corner#>)
ncurses_wclear	[#int#]ncurses_wclear(<#resource $window#>)
ncurses_wcolor_set	[#int#]ncurses_wcolor_set(<#resource $window#>,<#int $color_pair#>)
ncurses_werase	[#int#]ncurses_werase(<#resource $window#>)
ncurses_wgetch	[#int#]ncurses_wgetch(<#resource $window#>)
ncurses_whline	[#int#]ncurses_whline(<#resource $window#>,<#int $charattr#>,<#int $n#>)
ncurses_wmouse_trafo	[#bool#]ncurses_wmouse_trafo(<#resource $window#>,<#int &$y#>,<#int &$x#>,<#bool $toscreen#>)
ncurses_wmove	[#int#]ncurses_wmove(<#resource $window#>,<#int $y#>,<#int $x#>)
ncurses_wnoutrefresh	[#int#]ncurses_wnoutrefresh(<#resource $window#>)
ncurses_wrefresh	[#int#]ncurses_wrefresh(<#resource $window#>)
ncurses_wstandend	[#int#]ncurses_wstandend(<#resource $window#>)
ncurses_wstandout	[#int#]ncurses_wstandout(<#resource $window#>)
ncurses_wvline	[#int#]ncurses_wvline(<#resource $window#>,<#int $charattr#>,<#int $n#>)
newt_bell	[#void#]newt_bell()
newt_button_bar	[#resource#]newt_button_bar(<#array &$buttons#>)
newt_button	[#resource#]newt_button(<#int $left#>,<#int $top#>,<#string $text#>)
newt_centered_window	[#int#]newt_centered_window(<#int $width#>,<#int $height#>,<#string $title#>)
newt_checkbox_get_value	[#string#]newt_checkbox_get_value(<#resource $checkbox#>)
newt_checkbox	[#resource#]newt_checkbox(<#int $left#>,<#int $top#>,<#string $text#>,<#string $def_value#>,<#string $seq#>)
newt_checkbox_set_flags	[#void#]newt_checkbox_set_flags(<#resource $checkbox#>,<#int $flags#>,<#int $sense#>)
newt_checkbox_set_value	[#void#]newt_checkbox_set_value(<#resource $checkbox#>,<#string $value#>)
newt_checkbox_tree_add_item	[#void#]newt_checkbox_tree_add_item(<#resource $checkboxtree#>,<#string $text#>,<#mixed $data#>,<#int $flags#>,<#int $index#>,<#int $...#>)
newt_checkbox_tree_find_item	[#array#]newt_checkbox_tree_find_item(<#resource $checkboxtree#>,<#mixed $data#>)
newt_checkbox_tree_get_current	[#mixed#]newt_checkbox_tree_get_current(<#resource $checkboxtree#>)
newt_checkbox_tree_get_entry_value	[#string#]newt_checkbox_tree_get_entry_value(<#resource $checkboxtree#>,<#mixed $data#>)
newt_checkbox_tree_get_multi_selection	[#array#]newt_checkbox_tree_get_multi_selection(<#resource $checkboxtree#>,<#string $seqnum#>)
newt_checkbox_tree_get_selection	[#array#]newt_checkbox_tree_get_selection(<#resource $checkboxtree#>)
newt_checkbox_tree_multi	[#resource#]newt_checkbox_tree_multi(<#int $left#>,<#int $top#>,<#int $height#>,<#string $seq#>,<#int $flags#>)
newt_checkbox_tree	[#resource#]newt_checkbox_tree(<#int $left#>,<#int $top#>,<#int $height#>,<#int $flags#>)
newt_checkbox_tree_set_current	[#void#]newt_checkbox_tree_set_current(<#resource $checkboxtree#>,<#mixed $data#>)
newt_checkbox_tree_set_entry_value	[#void#]newt_checkbox_tree_set_entry_value(<#resource $checkboxtree#>,<#mixed $data#>,<#string $value#>)
newt_checkbox_tree_set_entry	[#void#]newt_checkbox_tree_set_entry(<#resource $checkboxtree#>,<#mixed $data#>,<#string $text#>)
newt_checkbox_tree_set_width	[#void#]newt_checkbox_tree_set_width(<#resource $checkbox_tree#>,<#int $width#>)
newt_clear_key_buffer	[#void#]newt_clear_key_buffer()
newt_cls	[#void#]newt_cls()
newt_compact_button	[#resource#]newt_compact_button(<#int $left#>,<#int $top#>,<#string $text#>)
newt_component_add_callback	[#void#]newt_component_add_callback(<#resource $component#>,<#mixed $func_name#>,<#mixed $data#>)
newt_component_takes_focus	[#void#]newt_component_takes_focus(<#resource $component#>,<#bool $takes_focus#>)
newt_create_grid	[#resource#]newt_create_grid(<#int $cols#>,<#int $rows#>)
newt_cursor_off	[#void#]newt_cursor_off()
newt_cursor_on	[#void#]newt_cursor_on()
newt_delay	[#void#]newt_delay(<#int $microseconds#>)
newt_draw_form	[#void#]newt_draw_form(<#resource $form#>)
newt_draw_root_text	[#void#]newt_draw_root_text(<#int $left#>,<#int $top#>,<#string $text#>)
newt_entry_get_value	[#string#]newt_entry_get_value(<#resource $entry#>)
newt_entry	[#resource#]newt_entry(<#int $left#>,<#int $top#>,<#int $width#>,<#string $init_value#>,<#int $flags#>)
newt_entry_set_filter	[#void#]newt_entry_set_filter(<#resource $entry#>,<#callable $filter#>,<#mixed $data#>)
newt_entry_set_flags	[#void#]newt_entry_set_flags(<#resource $entry#>,<#int $flags#>,<#int $sense#>)
newt_entry_set	[#void#]newt_entry_set(<#resource $entry#>,<#string $value#>,<#bool $cursor_at_end#>)
newt_finished	[#int#]newt_finished()
newt_form_add_components	[#void#]newt_form_add_components(<#resource $form#>,<#array $components#>)
newt_form_add_component	[#void#]newt_form_add_component(<#resource $form#>,<#resource $component#>)
newt_form_add_hot_key	[#void#]newt_form_add_hot_key(<#resource $form#>,<#int $key#>)
newt_form_destroy	[#void#]newt_form_destroy(<#resource $form#>)
newt_form_get_current	[#resource#]newt_form_get_current(<#resource $form#>)
newt_form	[#resource#]newt_form(<#resource $vert_bar#>,<#string $help#>,<#int $flags#>)
newt_form_run	[#void#]newt_form_run(<#resource $form#>,<#array &$exit_struct#>)
newt_form_set_background	[#void#]newt_form_set_background(<#resource $from#>,<#int $background#>)
newt_form_set_height	[#void#]newt_form_set_height(<#resource $form#>,<#int $height#>)
newt_form_set_size	[#void#]newt_form_set_size(<#resource $form#>)
newt_form_set_timer	[#void#]newt_form_set_timer(<#resource $form#>,<#int $milliseconds#>)
newt_form_set_width	[#void#]newt_form_set_width(<#resource $form#>,<#int $width#>)
newt_form_watch_fd	[#void#]newt_form_watch_fd(<#resource $form#>,<#resource $stream#>,<#int $flags#>)
newt_get_screen_size	[#void#]newt_get_screen_size(<#int &$cols#>,<#int &$rows#>)
newt_grid_add_components_to_form	[#void#]newt_grid_add_components_to_form(<#resource $grid#>,<#resource $form#>,<#bool $recurse#>)
newt_grid_basic_window	[#resource#]newt_grid_basic_window(<#resource $text#>,<#resource $middle#>,<#resource $buttons#>)
newt_grid_free	[#void#]newt_grid_free(<#resource $grid#>,<#bool $recurse#>)
newt_grid_get_size	[#void#]newt_grid_get_size(<#resouce $grid#>,<#int &$width#>,<#int &$height#>)
newt_grid_h_close_stacked	[#resource#]newt_grid_h_close_stacked(<#int $element1_type#>,<#resource $element1#>,<#int $...#>,<#resource $...#>)
newt_grid_h_stacked	[#resource#]newt_grid_h_stacked(<#int $element1_type#>,<#resource $element1#>,<#int $...#>,<#resource $...#>)
newt_grid_place	[#void#]newt_grid_place(<#resource $grid#>,<#int $left#>,<#int $top#>)
newt_grid_set_field	[#void#]newt_grid_set_field(<#resource $grid#>,<#int $col#>,<#int $row#>,<#int $type#>,<#resource $val#>,<#int $pad_left#>,<#int $pad_top#>,<#int $pad_right#>,<#int $pad_bottom#>,<#int $anchor#>,<#int $flags#>)
newt_grid_simple_window	[#resource#]newt_grid_simple_window(<#resource $text#>,<#resource $middle#>,<#resource $buttons#>)
newt_grid_v_close_stacked	[#resource#]newt_grid_v_close_stacked(<#int $element1_type#>,<#resource $element1#>,<#int $...#>,<#resource $...#>)
newt_grid_v_stacked	[#resource#]newt_grid_v_stacked(<#int $element1_type#>,<#resource $element1#>,<#int $...#>,<#resource $...#>)
newt_grid_wrapped_window_at	[#void#]newt_grid_wrapped_window_at(<#resource $grid#>,<#string $title#>,<#int $left#>,<#int $top#>)
newt_grid_wrapped_window	[#void#]newt_grid_wrapped_window(<#resource $grid#>,<#string $title#>)
newt_init	[#int#]newt_init()
newt_label	[#resource#]newt_label(<#int $left#>,<#int $top#>,<#string $text#>)
newt_label_set_text	[#void#]newt_label_set_text(<#resource $label#>,<#string $text#>)
newt_listbox_append_entry	[#void#]newt_listbox_append_entry(<#resource $listbox#>,<#string $text#>,<#mixed $data#>)
newt_listbox_clear_selection	[#void#]newt_listbox_clear_selection(<#resource $listbox#>)
newt_listbox_clear	[#void#]newt_listbox_clear(<#resource $listobx#>)
newt_listbox_delete_entry	[#void#]newt_listbox_delete_entry(<#resource $listbox#>,<#mixed $key#>)
newt_listbox_get_current	[#string#]newt_listbox_get_current(<#resource $listbox#>)
newt_listbox_get_selection	[#array#]newt_listbox_get_selection(<#resource $listbox#>)
newt_listbox_insert_entry	[#void#]newt_listbox_insert_entry(<#resource $listbox#>,<#string $text#>,<#mixed $data#>,<#mixed $key#>)
newt_listbox_item_count	[#int#]newt_listbox_item_count(<#resource $listbox#>)
newt_listbox	[#resource#]newt_listbox(<#int $left#>,<#int $top#>,<#int $height#>,<#int $flags#>)
newt_listbox_select_item	[#void#]newt_listbox_select_item(<#resource $listbox#>,<#mixed $key#>,<#int $sense#>)
newt_listbox_set_current_by_key	[#void#]newt_listbox_set_current_by_key(<#resource $listbox#>,<#mixed $key#>)
newt_listbox_set_current	[#void#]newt_listbox_set_current(<#resource $listbox#>,<#int $num#>)
newt_listbox_set_data	[#void#]newt_listbox_set_data(<#resource $listbox#>,<#int $num#>,<#mixed $data#>)
newt_listbox_set_entry	[#void#]newt_listbox_set_entry(<#resource $listbox#>,<#int $num#>,<#string $text#>)
newt_listbox_set_width	[#void#]newt_listbox_set_width(<#resource $listbox#>,<#int $width#>)
newt_listitem_get_data	[#mixed#]newt_listitem_get_data(<#resource $item#>)
newt_listitem	[#resource#]newt_listitem(<#int $left#>,<#int $top#>,<#string $text#>,<#bool $is_default#>,<#resouce $prev_item#>,<#mixed $data#>,<#int $flags#>)
newt_listitem_set	[#void#]newt_listitem_set(<#resource $item#>,<#string $text#>)
newt_open_window	[#int#]newt_open_window(<#int $left#>,<#int $top#>,<#int $width#>,<#int $height#>,<#string $title#>)
newt_pop_help_line	[#void#]newt_pop_help_line()
newt_pop_window	[#void#]newt_pop_window()
newt_push_help_line	[#void#]newt_push_help_line(<#string $text#>)
newt_radiobutton	[#resource#]newt_radiobutton(<#int $left#>,<#int $top#>,<#string $text#>,<#bool $is_default#>,<#resource $prev_button#>)
newt_radio_get_current	[#resource#]newt_radio_get_current(<#resource $set_member#>)
newt_redraw_help_line	[#void#]newt_redraw_help_line()
newt_reflow_text	[#string#]newt_reflow_text(<#string $text#>,<#int $width#>,<#int $flex_down#>,<#int $flex_up#>,<#int &$actual_width#>,<#int &$actual_height#>)
newt_refresh	[#void#]newt_refresh()
newt_resize_screen	[#void#]newt_resize_screen(<#bool $redraw#>)
newt_resume	[#void#]newt_resume()
newt_run_form	[#resource#]newt_run_form(<#resource $form#>)
newt_scale	[#resource#]newt_scale(<#int $left#>,<#int $top#>,<#int $width#>,<#int $full_value#>)
newt_scale_set	[#void#]newt_scale_set(<#resource $scale#>,<#int $amount#>)
newt_scrollbar_set	[#void#]newt_scrollbar_set(<#resource $scrollbar#>,<#int $where#>,<#int $total#>)
newt_set_help_callback	[#void#]newt_set_help_callback(<#mixed $function#>)
newt_set_suspend_callback	[#void#]newt_set_suspend_callback(<#callable $function#>,<#mixed $data#>)
newt_suspend	[#void#]newt_suspend()
newt_textbox_get_num_lines	[#int#]newt_textbox_get_num_lines(<#resource $textbox#>)
newt_textbox_reflowed	[#resource#]newt_textbox_reflowed(<#int $left#>,<#int $top#>,<#char $*text#>,<#int $width#>,<#int $flex_down#>,<#int $flex_up#>,<#int $flags#>)
newt_textbox	[#resource#]newt_textbox(<#int $left#>,<#int $top#>,<#int $width#>,<#int $height#>,<#int $flags#>)
newt_textbox_set_height	[#void#]newt_textbox_set_height(<#resource $textbox#>,<#int $height#>)
newt_textbox_set_text	[#void#]newt_textbox_set_text(<#resource $textbox#>,<#string $text#>)
newt_vertical_scrollbar	[#resource#]newt_vertical_scrollbar(<#int $left#>,<#int $top#>,<#int $height#>,<#int $normal_colorset#>,<#int $thumb_colorset#>)
newt_wait_for_key	[#void#]newt_wait_for_key()
newt_win_choice	[#int#]newt_win_choice(<#string $title#>,<#string $button1_text#>,<#string $button2_text#>,<#string $format#>,<#mixed $args#>,<#mixed $...#>)
newt_win_entries	[#int#]newt_win_entries(<#string $title#>,<#string $text#>,<#int $suggested_width#>,<#int $flex_down#>,<#int $flex_up#>,<#int $data_width#>,<#array &$items#>,<#string $button1#>,<#string $...#>)
newt_win_menu	[#int#]newt_win_menu(<#string $title#>,<#string $text#>,<#int $suggestedWidth#>,<#int $flexDown#>,<#int $flexUp#>,<#int $maxListHeight#>,<#array $items#>,<#int &$listItem#>,<#string $button1#>,<#string $...#>)
newt_win_message	[#void#]newt_win_message(<#string $title#>,<#string $button_text#>,<#string $format#>,<#mixed $args#>,<#mixed $...#>)
newt_win_messagev	[#void#]newt_win_messagev(<#string $title#>,<#string $button_text#>,<#string $format#>,<#array $args#>)
newt_win_ternary	[#int#]newt_win_ternary(<#string $title#>,<#string $button1_text#>,<#string $button2_text#>,<#string $button3_text#>,<#string $format#>,<#mixed $args#>,<#mixed $...#>)
next	[#mixed#]next(<#array &$array#>)
ngettext	[#string#]ngettext(<#string $msgid1#>,<#string $msgid2#>,<#int $n#>)
nl2br	[#string#]nl2br(<#string $string#>,<#bool $is_xhtml#>)
nl_langinfo	[#string#]nl_langinfo(<#int $item#>)
nsapi_request_headers	[#array#]nsapi_request_headers()
nsapi_response_headers	[#array#]nsapi_response_headers()
nsapi_virtual	[#bool#]nsapi_virtual(<#string $uri#>)
nthmac	[#string#]nthmac(<#string $clent#>,<#string $data#>)
nthmac	[#string#]nthmac(<#string $clent#>,<#string $data#>)
number_format	[#string#]number_format(<#float $number#>,<#int $decimals#>)
oauth_get_sbs	[#字符串#]oauth_get_sbs(<#字符串 $http_method#>,<#字符串 $uri#>,<#数组 $request_parameters#>)
oauth_urlencode	[#字符串#]oauth_urlencode(<#字符串 $uri#>)
ob_clean	[#void#]ob_clean()
ob_deflatehandler	[#string#]ob_deflatehandler(<#string $data#>,<#int $mode#>)
ob_end_clean	[#bool#]ob_end_clean()
ob_end_flush	[#bool#]ob_end_flush()
ob_etaghandler	[#string#]ob_etaghandler(<#string $data#>,<#int $mode#>)
ob_flush	[#void#]ob_flush()
ob_get_clean	[#string#]ob_get_clean()
ob_get_contents	[#string#]ob_get_contents()
ob_get_flush	[#string#]ob_get_flush()
ob_get_length	[#int#]ob_get_length()
ob_get_level	[#int#]ob_get_level()
ob_get_status	[#array#]ob_get_status(<#bool $full_status#>)
ob_gzhandler	[#string#]ob_gzhandler(<#string $buffer#>,<#int $mode#>)
ob_iconv_handler	[#string#]ob_iconv_handler(<#string $contents#>,<#int $status#>)
ob_implicit_flush	[#void#]ob_implicit_flush(<#int $flag#>)
ob_inflatehandler	[#string#]ob_inflatehandler(<#string $data#>,<#int $mode#>)
ob_list_handlers	[#array#]ob_list_handlers()
ob_start	[#bool#]ob_start(<#callback $output_callback#>,<#int $chunk_size#>,<#bool $erase#>)
ob_tidyhandler	[#string#]ob_tidyhandler(<#string $input#>,<#int $mode#>)
oci_bind_array_by_name	[#bool#]oci_bind_array_by_name(<#resource $statement#>,<#string $name#>,<#array &$var_array#>,<#int $max_table_length#>,<#int $max_item_length#>,<#int $type#>)
oci_bind_by_name	[#bool#]oci_bind_by_name(<#resource $stmt#>,<#string $ph_name#>,<#mixed &$variable#>,<#int $maxlength#>,<#int $type#>)
oci_cancel	[#bool#]oci_cancel(<#resource $statement#>)
oci_client_version	[#string#]oci_client_version()
oci_close	[#bool#]oci_close(<#resource $connection#>)
oci_commit	[#bool#]oci_commit(<#resource $connection#>)
oci_connect	[#resource#]oci_connect(<#string $username#>,<#string $password#>,<#string $db#>,<#string $charset#>,<#int $session_mode#>)
oci_define_by_name	[#bool#]oci_define_by_name(<#resource $statement#>,<#string $column_name#>,<#mixed &$variable#>,<#int $type#>)
oci_error	[#array#]oci_error(<#resource $source#>)
oci_execute	[#bool#]oci_execute(<#resource $stmt#>,<#int $mode#>)
oci_fetch_all	[#int#]oci_fetch_all(<#resource $statement#>,<#array &$output#>,<#int $skip#>,<#int $maxrows#>,<#int $flags#>)
oci_fetch_array	[#array#]oci_fetch_array(<#resource $statement#>,<#int $mode#>)
oci_fetch_assoc	[#array#]oci_fetch_assoc(<#resource $statement#>)
oci_fetch	[#bool#]oci_fetch(<#resource $statement#>)
oci_fetch_object	[#object#]oci_fetch_object(<#resource $statement#>)
oci_fetch_row	[#array#]oci_fetch_row(<#resource $statement#>)
oci_field_is_null	[#bool#]oci_field_is_null(<#resource $statement#>,<#mixed $field#>)
oci_field_name	[#string#]oci_field_name(<#resource $statement#>,<#int $field#>)
oci_field_precision	[#int#]oci_field_precision(<#resource $statement#>,<#int $field#>)
oci_field_scale	[#int#]oci_field_scale(<#resource $statement#>,<#int $field#>)
oci_field_size	[#int#]oci_field_size(<#resource $stmt#>,<#mixed $field#>)
oci_field_type	[#mixed#]oci_field_type(<#resource $stmt#>,<#int $field#>)
oci_field_type_raw	[#int#]oci_field_type_raw(<#resource $statement#>,<#int $field#>)
oci_free_descriptor	[#bool#]oci_free_descriptor(<#resource $descriptor#>)
oci_free_statement	[#bool#]oci_free_statement(<#resource $statement#>)
oci_get_implicit_resultset	[#resource#]oci_get_implicit_resultset(<#resource $statement#>)
oci_internal_debug	[#void#]oci_internal_debug(<#int $onoff#>)
oci_lob_copy	[#bool#]oci_lob_copy(<#OCI-Lob $lob_to#>,<#OCI-Lob $lob_from#>,<#int $length#>)
oci_lob_is_equal	[#bool#]oci_lob_is_equal(<#OCI-Lob $lob1#>,<#OCI-Lob $lob2#>)
oci_new_collection	[#OCI-Collection#]oci_new_collection(<#resource $connection#>,<#string $tdo#>,<#string $schema#>)
oci_new_connect	[#resource#]oci_new_connect(<#string $username#>,<#string $password#>,<#string $db#>,<#string $charset#>,<#int $session_mode#>)
oci_new_cursor	[#resource#]oci_new_cursor(<#resource $connection#>)
oci_new_descriptor	[#OCI-Lob#]oci_new_descriptor(<#resource $connection#>,<#int $type#>)
oci_num_fields	[#int#]oci_num_fields(<#resource $statement#>)
oci_num_rows	[#int#]oci_num_rows(<#resource $stmt#>)
oci_parse	[#resource#]oci_parse(<#resource $connection#>,<#string $query#>)
oci_password_change	[#bool#]oci_password_change(<#resource $connection#>,<#string $username#>,<#string $old_password#>,<#string $new_password#>)
oci_pconnect	[#resource#]oci_pconnect(<#string $username#>,<#string $password#>,<#string $db#>,<#string $charset#>,<#int $session_mode#>)
oci_result	[#mixed#]oci_result(<#resource $statement#>,<#mixed $field#>)
oci_rollback	[#bool#]oci_rollback(<#resource $connection#>)
oci_server_version	[#string#]oci_server_version(<#resource $connection#>)
